score, time
very_large_n_and_wmax
30441, 2.926320799975656, 1251
63713, 2.1943463999778032, 1361
63003, 2.0837474999716505, 1173
95654, 4.8254600000800565, 1936
25112, 1.8912657999899238, 1177
16288, 4.450257599935867, 1451
10991, 3.305840300046839, 1708
14929, 4.984966900083236, 1730
72234, 2.847399799968116, 1393
69423, 2.576235300046392, 1376
13162, 3.4835663000121713, 1354
100205, 5.386527599999681, 1970
17479, 3.52666849992238, 1706
12467, 3.0704431999474764, 1432
18160, 3.363044700003229, 1522
7749, 2.305307599948719, 1298
50463, 2.942040599999018, 1046
41175, 2.4193388000130653, 1355
20522, 2.664684999966994, 1482
69805, 2.5689665001118556, 1346
12594, 3.133703599916771, 1439
15803, 5.927708000061102, 1827
77792, 3.2080931999953464, 1073
30097, 3.0448405999923125, 1348
20851, 4.94563729991205, 1811
68218, 2.5899723999900743, 1320
17296, 3.7463250999571756, 1380
12131, 5.223145500058308, 1692
13803, 2.183793800068088, 1093
26146, 6.258851099992171, 1997
11060, 1.9788866000017151, 1031
23044, 4.006030200049281, 1710
23051, 2.856618999969214, 1259
74215, 4.334668099996634, 1445
8088, 2.9436765999998897, 1586
100507, 5.11705069988966, 1728
15004, 4.152108300011605, 1534
18206, 2.7248742000665516, 1462
54531, 2.6641294999280944, 1691
18125, 2.7549555000150576, 1264
27203, 3.087241500033997, 1639
14456, 3.0388084000442177, 1065
7721, 2.4339506999822333, 1377
32244, 4.439480299944989, 1684
13424, 4.183107500080951, 1504
11494, 3.5737913999473676, 1717
56679, 1.9976838999427855, 1123
11802, 4.537012999993749, 1875
16292, 4.687571500078775, 1542
15597, 3.3177186000393704, 1050
22416, 3.3913692000787705, 1543
23342, 5.749308199970983, 1769
17538, 3.553057400044054, 1683
65535, 2.259948099963367, 1115
15984, 4.419865200063214, 1777
15282, 4.827387200086378, 1523
10745, 1.9884673999622464, 1063
20338, 3.1909895999124274, 1499
22181, 3.7334411999909207, 1258
73231, 2.918840099941008, 1036
17987, 2.5927027999423444, 1394
28208, 5.504742500022985, 1740
80216, 3.360811199992895, 1187
11854, 3.079223500099033, 1022
47773, 3.4094408999662846, 1367
14639, 4.4162395999301225, 1730
10323, 1.8787404999602586, 1022
22359, 3.9589044998865575, 1771
10190, 5.187105500022881, 1860
25112, 2.2467487000394613, 1263
12244, 4.028520000050776, 1446
65465, 3.2757880999706686, 1305
47399, 3.8686880000168458, 1408
26310, 5.932765999925323, 1928
64730, 3.5572929999325424, 1496
9662, 2.136134900036268, 1121
14664, 3.4176010000519454, 1200
16253, 4.926572400028817, 1561
26683, 5.775813100044616, 1907
77699, 3.8683197000063956, 1324
11693, 2.4388786000199616, 1040
79460, 3.3689855000702664, 1617
18606, 3.2566680000163615, 1777
18999, 4.158075499930419, 1255
19050, 3.095869999960996, 1306
24987, 4.80821389995981, 1727
15647, 3.68297999992501, 1535
23899, 3.8630074000684544, 1266
16259, 3.82295029994566, 1188
17260, 5.317645399947651, 1655
26838, 5.231991699896753, 1769
18288, 3.6368105999426916, 1241
7227, 2.147348399972543, 1330
15700, 5.367464300012216, 1934
51387, 5.5730369000229985, 1849
13232, 2.4739259999478236, 1302
11400, 4.753370299935341, 1904
60096, 1.8331136000342667, 1155
23660, 3.5054181999294087, 1083
70870, 2.6763298000441864, 1205
