score, time
very_large_n_and_wmax
9281, 0.3295574333363523, 1251
16633.666666666668, 0.32550443332487095, 1361
19288.666666666668, 0.3096536333129431, 1173
23387.666666666668, 0.4675700666460519, 1936
6801.333333333333, 0.32172076667969424, 1177
10524, 0.3728654666726167, 1451
7634.666666666667, 0.3973204333645602, 1708
11166.666666666666, 0.4349097999899338, 1730
21072, 0.35232790000736713, 1393
16012.666666666666, 0.33404596666029346, 1376
8635.333333333334, 0.331279299998035, 1354
20167, 0.47543090003697824, 1970
8598.333333333334, 0.44273363329314935, 1706
7419.333333333333, 0.38075610001881915, 1432
8862, 0.40342806667710346, 1522
5988.333333333333, 0.33696476665015024, 1298
16866.666666666668, 0.2955640999910732, 1046
13028.666666666666, 0.3537020333266507, 1355
7403, 0.3754473999530698, 1482
17224, 0.3565575999673456, 1346
7352.666666666667, 0.3963342666781197, 1439
10714.333333333334, 0.46785576664842665, 1827
18889.666666666668, 0.30277766663736355, 1073
8359, 0.34383253334090114, 1348
10755.666666666666, 0.4170968333104004, 1811
18087, 0.33550943333345157, 1320
10907.333333333334, 0.3531916666543111, 1380
10107, 0.41122889999921125, 1692
7968.666666666667, 0.29796240001451224, 1093
10730.333333333334, 0.5214526666483531, 1997
7953, 0.30289686665249366, 1031
9949.666666666666, 0.4367114666771765, 1710
9352.666666666666, 0.33702933330399293, 1259
18593, 0.37469849999373156, 1445
6289, 0.41046220002075035, 1586
25940.333333333332, 0.4453808333103855, 1728
8659, 0.4132566333282739, 1534
7998, 0.3804262333627169, 1462
9960.666666666666, 0.43127566669136286, 1691
8897.333333333334, 0.34548273325587314, 1264
7689.333333333333, 0.431794233348531, 1639
9484.333333333334, 0.2964289333516111, 1065
6146, 0.37712740001734346, 1377
9530, 0.4379237999673933, 1684
10694, 0.39090910002899665, 1504
8515.333333333334, 0.45119266666006297, 1717
17929.666666666668, 0.3045731666497886, 1123
9102, 0.4725454666962226, 1875
9875.666666666666, 0.4061700666400914, 1542
10290, 0.29828546665764105, 1050
9121.666666666666, 0.4185471999614189, 1543
12446.333333333334, 0.4591021999561538, 1769
8355.333333333334, 0.44848826667293906, 1683
17554.666666666668, 0.320001033328784, 1115
9618.333333333334, 0.46133293335636455, 1777
10204, 0.393073633313179, 1523
7586.666666666667, 0.2984644666624566, 1063
9006.333333333334, 0.40805680002085865, 1499
11507.666666666666, 0.34309310000389814, 1258
22757.333333333332, 0.2903446666508292, 1036
7773, 0.3634230000510191, 1394
12503.333333333334, 0.4678491000086069, 1740
23239.666666666668, 0.33584840002004057, 1187
9908.333333333334, 0.29022403336906183, 1022
12550.666666666666, 0.37329219995687407, 1367
8460.666666666666, 0.45062286662869155, 1730
6451.666666666667, 0.29206520000783104, 1022
9126.333333333334, 0.4445619666560863, 1771
8452.666666666666, 0.4760636333376169, 1860
7635.333333333333, 0.33693373335214954, 1263
9572.333333333334, 0.3994986000082766, 1446
16903.666666666668, 0.36174536663262796, 1305
14355.333333333334, 0.3476153666463991, 1408
11054.666666666666, 0.4190787000115961, 1928
17200, 0.35777516666955006, 1496
7472.333333333333, 0.252398066688329, 1121
11155, 0.2701901333639398, 1200
9819.666666666666, 0.32997243335315335, 1561
11480.666666666666, 0.3938972333368535, 1907
24721.666666666668, 0.2822278333284582, 1324
7300.333333333333, 0.2347702000212545, 1040
17066, 0.34145880001597106, 1617
7601.333333333333, 0.36435880003652227, 1777
12136, 0.27317010002055514, 1255
9539.666666666666, 0.28208746667951345, 1306
9749, 0.3630121666550015, 1727
9296, 0.32630610004222643, 1535
12208.333333333334, 0.276757233349296, 1266
10719.333333333334, 0.264535633342651, 1188
10450, 0.3439120666977639, 1655
12332.666666666666, 0.3706135667162016, 1769
11488.666666666666, 0.27435003333569813, 1241
5675, 0.28860706665242714, 1330
9073.333333333334, 0.39864756671401363, 1934
12931.666666666666, 0.38290870003402233, 1849
7644.666666666667, 0.2846739999561881, 1302
8141, 0.3893007666338235, 1904
17892.333333333332, 0.2528962333065768, 1155
12711.666666666666, 0.24275996667953828, 1083
23088.333333333332, 0.2620469000345717, 1205
